iter	Passed	Remaining
1661	133754	11588
1662	133839	11508
1663	133919	11428
1664	134002	11347
1665	134086	11267
1666	134165	11187
1667	134245	11106
1668	134329	11026
1669	134405	10945
1670	134487	10865
1671	134574	10785
1672	134667	10705
1673	134752	10625
1674	134830	10544
1675	134910	10464
1676	134988	10383
1677	135069	10303
1678	135159	10223
1679	135239	10142
1680	135317	10062
1681	135394	9981
1682	135473	9900
1683	135555	9820
1684	135632	9739
1685	135717	9659
1686	135805	9579
1687	135887	9499
1688	135968	9418
1689	136056	9338
1690	136140	9258
1691	136222	9178
1692	136305	9097
1693	136386	9017
1694	136473	8937
1695	136558	8856
1696	136642	8776
1697	136720	8696
1698	136801	8615
1699	136887	8535
1700	136971	8455
1701	137048	8374
1702	137128	8293
1703	137210	8213
1704	137289	8132
1705	137429	8055
1706	137508	7974
1707	137586	7894
1708	137666	7813
1709	137755	7733
1710	137834	7652
1711	137913	7572
1712	138012	7492
1713	138097	7412
1714	138177	7331
1715	138261	7251
1716	138337	7170
1717	138415	7089
1718	138494	7009
1719	138572	6928
1720	138653	6848
1721	138731	6767
1722	138815	6687
1723	138898	6606
1724	138974	6525
1725	139053	6445
1726	139137	6364
1727	139213	6283
1728	139290	6203
1729	139370	6122
1730	139444	6041
1731	139524	5961
1732	139601	5880
1733	139679	5799
1734	139760	5719
1735	139839	5638
1736	139916	5557
1737	139996	5477
1738	140078	5396
1739	140159	5316
1740	140237	5235
1741	140317	5155
1742	140396	5074
1743	140478	4994
1744	140558	4913
1745	140636	4832
1746	140718	4752
1747	140797	4671
1748	140884	4591
1749	140962	4510
1750	141037	4430
1751	141120	4349
1752	141195	4268
1753	141275	4188
1754	141359	4107
1755	141438	4027
1756	141515	3946
1757	141592	3865
1758	141671	3785
1759	141754	3704
1760	141837	3624
1761	141916	3543
1762	141991	3463
1763	142071	3382
1764	142150	3302
1765	142233	3221
1766	142310	3140
1767	142388	3060
1768	142466	2979
1769	142544	2899
1770	142624	2818
1771	142704	2738
1772	142781	2657
1773	142861	2576
1774	142945	2496
1775	143029	2416
1776	143110	2335
1777	143192	2255
1778	143269	2174
1779	143349	2093
1780	143427	2013
1781	143507	1932
1782	143586	1852
1783	143665	1771
1784	143744	1691
1785	143822	1610
1786	143904	1530
1787	143984	1449
1788	144063	1368
1789	144144	1288
1790	144222	1207
1791	144299	1127
1792	144382	1046
1793	144459	966
1794	144541	885
1795	144617	805
1796	144694	724
1797	144778	644
1798	144858	563
1799	144935	483
1800	145015	402
1801	145095	322
1802	145173	241
1803	145259	161
1804	145336	80
1805	145418	0
