iter	RMSE
1514	0.2879875677
1515	0.2879794823
1516	0.2879620866
1517	0.2879522831
1518	0.2879383221
1519	0.2879223528
1520	0.2879137288
1521	0.2878999107
1522	0.2878879036
1523	0.287868917
1524	0.2878612408
1525	0.2878387552
1526	0.2878272374
1527	0.2878080981
1528	0.2877975977
1529	0.2877848123
1530	0.2877721808
1531	0.2877637657
1532	0.2877516621
1533	0.2877354866
1534	0.2877216511
1535	0.2877142947
1536	0.287694962
1537	0.2876784406
1538	0.2876707393
1539	0.2876620586
1540	0.287643946
1541	0.287628272
1542	0.2876188941
1543	0.2876070542
1544	0.2875912491
1545	0.28758219
1546	0.2875653608
1547	0.2875454223
1548	0.2875359148
1549	0.2875178526
1550	0.2875062825
1551	0.2874984175
1552	0.2874932758
1553	0.2874813383
1554	0.2874590795
1555	0.2874500131
1556	0.2874293138
1557	0.2874162248
1558	0.2874074376
1559	0.2873987739
1560	0.2873936919
1561	0.2873838576
1562	0.2873749619
1563	0.2873516469
1564	0.2873343058
1565	0.287322305
1566	0.2873118126
1567	0.2873054967
1568	0.2872867241
1569	0.2872807403
1570	0.2872679906
1571	0.2872614237
1572	0.2872399608
1573	0.287233143
1574	0.2872240001
1575	0.2872135024
1576	0.28719543
1577	0.2871760567
1578	0.2871660359
1579	0.2871530795
1580	0.2871405376
1581	0.2871277324
1582	0.287105679
1583	0.2870885558
1584	0.2870761644
1585	0.2870614853
1586	0.2870541917
1587	0.2870339943
1588	0.2870200043
1589	0.2869988309
1590	0.2869835776
1591	0.2869592516
1592	0.2869504452
1593	0.2869366841
1594	0.2869218895
1595	0.2869019884
1596	0.2868825286
1597	0.2868628218
1598	0.2868545837
1599	0.2868416619
1600	0.2868305021
1601	0.2868169276
1602	0.2868079067
1603	0.286793102
1604	0.2867703078
1605	0.286754994
1606	0.2867462527
1607	0.2867377268
1608	0.2867240849
1609	0.286714949
1610	0.2867025499
1611	0.286695848
1612	0.2866770682
1613	0.2866616861
1614	0.2866443122
1615	0.2866379916
1616	0.2866217549
1617	0.2866106514
1618	0.2865945332
1619	0.2865836713
1620	0.2865713936
1621	0.2865596049
1622	0.2865443832
1623	0.2865286058
1624	0.2865166967
1625	0.2864986907
1626	0.2864853744
1627	0.2864723738
1628	0.2864598551
1629	0.2864409809
1630	0.2864323095
1631	0.2864240409
1632	0.286413177
1633	0.2863923633
1634	0.2863821593
1635	0.2863716106
1636	0.2863560243
1637	0.286342226
1638	0.2863338634
1639	0.2863216945
1640	0.2863134312
1641	0.2862957446
1642	0.2862814294
1643	0.2862707828
1644	0.2862589066
1645	0.2862446991
1646	0.2862277023
1647	0.2862084816
1648	0.2861999596
1649	0.2861796659
1650	0.2861617902
1651	0.286148077
1652	0.2861359975
1653	0.2861270509
1654	0.2861078425
1655	0.286095497
1656	0.2860869138
1657	0.286068682
1658	0.2860572652
1659	0.2860453969
1660	0.2860341476
1661	0.2860255962
1662	0.2860138662
1663	0.2860015825
1664	0.2859786882
1665	0.2859670739
1666	0.2859519739
1667	0.2859449536
1668	0.2859371986
1669	0.2859276815
1670	0.2859160536
1671	0.2859016845
1672	0.2858862519
1673	0.2858730866
1674	0.2858601246
1675	0.2858492806
1676	0.2858411626
1677	0.2858338097
1678	0.2858238027
1679	0.2858110818
1680	0.2857965363
1681	0.2857907691
1682	0.2857781115
1683	0.2857637845
1684	0.2857507871
1685	0.2857377197
1686	0.2857215205
1687	0.2857091255
1688	0.2856992989
1689	0.2856830841
1690	0.2856705757
1691	0.2856543606
1692	0.2856399457
1693	0.2856335887
1694	0.2856252502
1695	0.2856118832
1696	0.2855831456
1697	0.2855710329
1698	0.2855599925
1699	0.2855519415
1700	0.2855396795
1701	0.2855240087
1702	0.2855066562
1703	0.2854956642
1704	0.2854822538
1705	0.2854691099
1706	0.2854562135
1707	0.2854430697
1708	0.2854234791
1709	0.2854138804
1710	0.2854037972
1711	0.285393302
1712	0.2853710343
1713	0.2853549257
1714	0.2853392086
1715	0.2853224099
1716	0.2853150847
1717	0.2853053969
1718	0.2852966519
1719	0.2852842874
1720	0.2852736152
1721	0.285262564
1722	0.2852539647
1723	0.285243398
1724	0.2852333843
1725	0.285224046
1726	0.2852141813
1727	0.2852097393
1728	0.2851926546
1729	0.2851804869
1730	0.2851754184
1731	0.2851670254
1732	0.2851575908
1733	0.2851462867
1734	0.2851334931
1735	0.2851259311
1736	0.285116334
1737	0.285101057
1738	0.2850838477
1739	0.2850662494
1740	0.28505484
1741	0.2850391224
1742	0.285031496
1743	0.2850233711
1744	0.285010252
1745	0.2850013697
1746	0.2849870621
1747	0.284978603
1748	0.2849687249
1749	0.2849511585
1750	0.2849443615
1751	0.2849333018
1752	0.284927309
1753	0.284914357
1754	0.284894477
1755	0.284884383
1756	0.2848692441
1757	0.2848590541
1758	0.2848436197
1759	0.2848333778
1760	0.2848225119
1761	0.2848122645
1762	0.2847970504
1763	0.2847902736
1764	0.2847821731
1765	0.2847720069
1766	0.2847663505
1767	0.2847552439
1768	0.2847390837
1769	0.2847226765
1770	0.2847118871
1771	0.2846981606
1772	0.2846873607
1773	0.2846752489
1774	0.2846670629
1775	0.2846595968
1776	0.2846468335
1777	0.2846275816
1778	0.2846252437
1779	0.2846107523
1780	0.2845953663
1781	0.2845899561
1782	0.28457437
1783	0.2845684138
1784	0.2845588758
1785	0.284544525
1786	0.284535135
1787	0.2845253965
1788	0.2845115584
1789	0.284498555
1790	0.2844893711
1791	0.2844802655
1792	0.2844712727
1793	0.2844555032
1794	0.2844352485
1795	0.284429967
1796	0.2844222353
1797	0.2844105976
1798	0.2844011197
1799	0.2843888112
1800	0.284364412
1801	0.2843473385
1802	0.2843391834
1803	0.2843267571
1804	0.2843064804
1805	0.2842803994
