iter	RMSE
190	0.3154999361
191	0.3154495651
192	0.3154186801
193	0.3153778781
194	0.315329963
195	0.3152576222
196	0.3152214561
197	0.3151693758
198	0.3151351811
199	0.3150795933
200	0.3150476954
201	0.3150065772
202	0.3149706293
203	0.3149396169
204	0.3149010448
205	0.3148362249
206	0.3147984581
207	0.314750104
208	0.3147036998
209	0.3146718267
210	0.3146425625
211	0.3146148265
212	0.314529991
213	0.3144962349
214	0.3144629405
215	0.3144184055
216	0.3143636323
217	0.3143321517
218	0.3142980126
219	0.314219301
220	0.3141586728
221	0.3141071098
222	0.3140777343
223	0.3140326502
224	0.314005129
225	0.3139789548
226	0.3139507492
227	0.3139067295
228	0.3138737203
229	0.3138401023
230	0.3138106776
231	0.3137544327
232	0.3137213993
233	0.3136909588
234	0.3136511753
235	0.3136155225
236	0.3135566134
237	0.3135365064
238	0.3135076968
239	0.3134633221
240	0.3134150958
241	0.3133839695
242	0.3133452286
243	0.3133099974
244	0.3132817093
245	0.3132461099
246	0.313206657
247	0.3131702053
248	0.3131343536
249	0.3131091489
250	0.3130780885
251	0.3130349598
252	0.3130115889
253	0.3129799702
254	0.3129550291
255	0.3129241573
256	0.3128906838
257	0.3128570224
258	0.3127933983
259	0.3127545348
260	0.3127264714
261	0.3126891717
262	0.3126365186
263	0.3126152535
264	0.3125817936
265	0.3125260273
266	0.3125052929
267	0.3124790091
268	0.3124604543
269	0.3124083699
270	0.3123535215
271	0.312320238
272	0.3122776646
273	0.3122537308
274	0.3122201955
275	0.3122015667
276	0.3121584044
277	0.3121360805
278	0.3121021899
279	0.3120727856
280	0.3120497911
281	0.3120059096
282	0.3119765657
283	0.311954206
284	0.3118881406
285	0.3118620692
286	0.311822705
287	0.3117947801
288	0.3117457728
289	0.3117067728
290	0.3116641927
291	0.3116420425
292	0.3116095772
293	0.31158102
294	0.3115455143
295	0.3115038283
296	0.3114786862
297	0.31144085
298	0.3114000224
299	0.3113787928
300	0.3113410148
301	0.311308366
302	0.3112570077
303	0.3112381032
304	0.3111929409
305	0.3111550902
306	0.3111242476
307	0.3111001957
308	0.3110731957
309	0.3110389146
310	0.3109869997
311	0.3109667085
312	0.310926336
313	0.3108806054
314	0.3108586912
315	0.3108198826
316	0.310773701
317	0.3107422081
318	0.3107163021
319	0.3107026035
320	0.3106552808
321	0.3106173556
322	0.3105790557
323	0.3105511056
324	0.3105127729
325	0.3104729367
326	0.3104572103
327	0.3104215242
328	0.3103911767
329	0.3103690748
330	0.3103461466
331	0.310318243
332	0.3102953411
333	0.3102785985
334	0.310244611
335	0.3102170507
336	0.3101957858
337	0.310158502
338	0.3101232705
339	0.3100943331
340	0.310072275
341	0.3100324039
342	0.3099941244
343	0.3099616692
344	0.3099224507
345	0.309899672
346	0.3098766306
347	0.3098590244
348	0.3098240842
349	0.3097915336
350	0.309757111
351	0.3097414847
352	0.3097053448
353	0.3096776233
354	0.3096399767
355	0.3095841916
356	0.3095383105
357	0.3095081562
358	0.3094670047
359	0.3094308508
360	0.3094097177
361	0.3093754567
362	0.3093498563
363	0.3093197476
364	0.3092971514
365	0.3092711391
366	0.309242275
367	0.3092118568
368	0.3091965759
369	0.3091644191
370	0.3091259008
371	0.3090936473
372	0.3090560233
373	0.3090292356
374	0.308991706
375	0.3089763228
376	0.3089402338
377	0.3089017971
378	0.3088847741
379	0.3088609235
380	0.3088239548
381	0.308800339
382	0.3087789307
383	0.3087598827
384	0.3087323649
385	0.3087077796
386	0.3086773264
387	0.3086339864
388	0.3086087782
389	0.3085759876
390	0.308537053
391	0.308523555
392	0.3085001493
393	0.3084715563
394	0.3084539514
395	0.308420984
396	0.3083914732
397	0.3083701936
398	0.3083439505
399	0.3083143243
400	0.30826708
401	0.3082266395
402	0.308200546
403	0.3081874973
404	0.3081544732
405	0.3081382567
406	0.3081102481
407	0.3080858942
408	0.3080638188
409	0.308020623
410	0.3079906372
411	0.307955088
412	0.307912559
413	0.3078829211
414	0.3078591022
415	0.3078184576
416	0.3078048117
417	0.3077825393
418	0.3077516766
419	0.3077301979
420	0.3076998707
421	0.3076841938
422	0.307667893
423	0.3076324913
424	0.3075993477
425	0.3075693476
426	0.307536306
427	0.3075054565
428	0.3074842273
429	0.3074610477
430	0.3074251415
431	0.3073920232
432	0.3073761319
433	0.3073476203
434	0.3073253241
435	0.3072967642
436	0.3072842634
437	0.3072456608
438	0.3072154931
439	0.3071900194
440	0.3071548629
441	0.3071371681
442	0.3071171581
443	0.3070936247
444	0.3070683835
445	0.3070494703
446	0.3070160442
447	0.3069781539
448	0.3069607021
449	0.3069257886
450	0.3069075854
451	0.3068943594
452	0.3068607048
453	0.3068286194
454	0.306812144
455	0.3067884328
456	0.3067553662
457	0.3067399055
458	0.3067085749
459	0.3066787516
460	0.306648073
461	0.306620966
462	0.3065915452
463	0.3065621527
464	0.3065292869
465	0.3065140439
466	0.3064881624
467	0.3064576634
468	0.3064348107
469	0.3064135376
470	0.3063933044
471	0.3063702263
472	0.3063439552
473	0.3063110226
474	0.3062873147
475	0.3062603897
476	0.3062356645
477	0.3062123842
478	0.3061761559
479	0.3061474822
480	0.3061254317
481	0.3060973787
482	0.3060618877
483	0.3060392325
484	0.3060166784
485	0.3059967728
486	0.3059846334
487	0.305954441
488	0.3059270451
489	0.3058820172
490	0.3058587378
491	0.3058324445
492	0.3058125842
493	0.3057984847
494	0.3057779308
495	0.3057636645
496	0.3057445615
497	0.3057189976
498	0.3057024027
499	0.3056712129
500	0.3056501857
501	0.3056293531
502	0.3055970125
503	0.305584617
504	0.305560123
505	0.305545625
506	0.3055314975
507	0.305517019
508	0.3054817877
509	0.3054597798
510	0.3054341627
511	0.3054030311
512	0.3053793173
513	0.3053494986
514	0.3053253386
515	0.3053095684
516	0.3052834079
517	0.3052574883
518	0.3052262811
519	0.3051973267
520	0.3051730522
521	0.3051577596
522	0.3051315261
523	0.3051029592
524	0.3050806287
525	0.3050562011
526	0.3050315719
527	0.3050111004
528	0.3049945815
529	0.3049785702
530	0.3049537208
531	0.3049301755
532	0.3049091839
533	0.3048934985
534	0.3048656016
535	0.3048467271
536	0.3048333707
537	0.3048150912
538	0.3047830183
539	0.304755049
540	0.3047374129
541	0.3047156745
542	0.3046935688
543	0.3046759092
544	0.3046544404
545	0.3046321196
546	0.3045990635
547	0.3045826589
548	0.3045463634
549	0.3045180128
550	0.3045017477
551	0.3044722987
552	0.3044383709
553	0.3044213758
554	0.3043979648
555	0.3043573121
556	0.3043384536
557	0.3043180323
558	0.3042912486
559	0.3042669899
560	0.3042312381
561	0.3041977459
562	0.3041753394
563	0.3041449958
564	0.3041201061
565	0.3040896066
566	0.3040756958
567	0.3040583073
568	0.3040357017
569	0.3040174573
570	0.3039996451
571	0.3039836483
572	0.3039597563
573	0.3039285413
574	0.3039066811
575	0.3038857646
576	0.303854428
577	0.303835087
578	0.3038165784
579	0.3037784582
580	0.3037535597
581	0.3037263189
582	0.3037080934
583	0.3036884555
584	0.3036751498
585	0.3036560179
586	0.3036365718
587	0.3036109782
588	0.303587068
589	0.3035658924
590	0.3035488958
591	0.3035325819
592	0.3035117826
593	0.3034862503
594	0.3034589999
595	0.3034358751
596	0.3034223835
597	0.3033999112
598	0.3033786282
599	0.3033411974
600	0.3033179697
601	0.3032959967
602	0.3032701329
603	0.3032541376
604	0.3032285582
605	0.3032130213
606	0.3031915924
607	0.3031750434
608	0.303149295
609	0.303136556
610	0.3031111755
611	0.3030886335
612	0.3030595309
613	0.3030445856
614	0.3030159331
615	0.3029967769
616	0.3029766821
617	0.3029491492
618	0.3029347518
619	0.3029256862
620	0.3029182974
621	0.3028989342
622	0.3028770191
623	0.3028533981
624	0.3028365968
625	0.3028145834
626	0.3028004319
627	0.3027860592
628	0.3027709992
629	0.3027471896
630	0.3027272549
631	0.3027186949
632	0.302698503
633	0.3026699576
634	0.3026490568
635	0.3026234388
636	0.3025964976
637	0.3025665983
638	0.3025480807
639	0.3025260412
640	0.3025076277
641	0.3024884893
642	0.3024659262
643	0.3024585875
644	0.3024392915
645	0.302425782
646	0.302393964
647	0.3023713472
648	0.3023400953
649	0.302323557
650	0.3023066158
651	0.3022856318
652	0.3022602461
653	0.3022409707
654	0.3022139026
655	0.3021964769
656	0.3021802118
657	0.3021651379
658	0.302157566
659	0.3021271641
660	0.3021100719
661	0.3020810671
662	0.3020681508
663	0.3020489116
664	0.3020237695
665	0.3020110775
666	0.3019911151
667	0.3019586024
668	0.3019371326
669	0.3019184512
670	0.3018898822
671	0.3018781436
672	0.3018629249
673	0.3018336595
674	0.3018009295
675	0.3017831098
676	0.3017554438
677	0.3017361782
678	0.3017128095
679	0.3016941
680	0.3016690766
681	0.3016442983
682	0.3016246281
683	0.3016025996
684	0.3015904017
685	0.3015696351
686	0.3015549996
687	0.3015337573
688	0.3015169868
689	0.3014966935
690	0.3014794623
691	0.3014591046
692	0.3014400131
693	0.3014234206
694	0.3014037942
695	0.3013666653
696	0.3013505431
697	0.3013388931
698	0.3013264904
699	0.3013026387
700	0.3012763678
701	0.3012653232
702	0.301248968
703	0.301228619
704	0.3012120894
705	0.3011915073
706	0.3011683968
707	0.3011503311
708	0.3011274307
709	0.3011003026
710	0.3010875016
711	0.3010712676
712	0.3010576362
713	0.3010381395
714	0.3010196924
715	0.3009942989
716	0.3009762242
717	0.3009612456
718	0.3009436452
719	0.3009147932
720	0.3008973087
721	0.3008806964
722	0.3008603249
723	0.3008301819
724	0.3008141996
725	0.3008004616
726	0.3007893827
727	0.3007617217
728	0.3007434329
729	0.3007274275
730	0.300709853
731	0.3007014257
732	0.3006910918
733	0.3006700334
734	0.3006418389
735	0.3006054152
736	0.3005864908
737	0.3005656394
738	0.3005442604
739	0.3005275858
740	0.3005158239
741	0.3004905786
742	0.3004728396
743	0.3004528049
744	0.300438058
745	0.3004231453
746	0.300399126
747	0.3003833746
748	0.3003751104
749	0.3003508128
750	0.3003305587
751	0.3003189679
752	0.300295108
753	0.3002860717
754	0.3002634678
755	0.3002419271
756	0.3002322367
757	0.300207222
758	0.300184449
759	0.3001579682
760	0.3001340255
761	0.3001026487
762	0.3000847351
763	0.3000576081
764	0.3000384968
765	0.3000274279
766	0.3000165088
767	0.3000020069
768	0.2999751961
769	0.2999620489
770	0.2999328354
771	0.2999105052
772	0.2998850379
773	0.2998678846
774	0.2998418924
775	0.2998259033
776	0.2998132398
777	0.2997875803
778	0.2997652305
779	0.2997403259
780	0.2997213877
781	0.2997063034
782	0.2996862347
783	0.2996701805
784	0.2996520356
785	0.2996419016
786	0.2996155649
787	0.2995959769
788	0.2995741201
789	0.2995501078
790	0.2995333296
791	0.29952241
792	0.2994921547
793	0.2994712004
794	0.2994574746
795	0.2994336826
796	0.2994180416
797	0.299403721
798	0.2993815179
799	0.2993696068
800	0.2993554368
801	0.2993428169
802	0.2993288713
803	0.2993131736
804	0.2992956975
805	0.299279173
806	0.2992638348
807	0.2992412454
808	0.299224298
809	0.2992093482
810	0.2991784896
811	0.2991644737
812	0.2991492029
813	0.2991294122
814	0.2991062238
815	0.2990771313
816	0.2990592389
817	0.2990430131
818	0.2990257391
819	0.2990091412
820	0.299000579
821	0.2989775156
822	0.2989476842
823	0.2989314215
824	0.2989118861
825	0.2988916425
826	0.2988806809
827	0.2988632007
828	0.2988497496
829	0.2988275623
830	0.2988037849
831	0.2987788524
832	0.2987558182
833	0.298739037
834	0.2987234661
835	0.2987046516
836	0.2986841365
837	0.29866682
838	0.2986524373
839	0.2986359291
840	0.2986110674
841	0.2985935438
842	0.2985726192
843	0.2985507992
844	0.2985350857
845	0.2985209495
846	0.2984967134
847	0.2984827355
848	0.2984636392
849	0.2984383444
850	0.2984163924
851	0.2983934432
852	0.2983661175
853	0.2983358305
854	0.2983075065
855	0.2982907997
856	0.2982630843
857	0.298234302
858	0.2982132541
859	0.2981877505
860	0.2981660249
861	0.2981462351
862	0.298130302
863	0.2981185467
864	0.2980817973
865	0.2980588853
866	0.2980393332
867	0.298017438
868	0.2979990494
869	0.2979784566
870	0.2979667131
871	0.2979473529
872	0.2979287806
873	0.297911561
874	0.2978972842
875	0.2978819944
876	0.297863546
877	0.2978553528
878	0.2978371361
879	0.2978164233
880	0.2978025476
881	0.2977815736
882	0.2977653547
883	0.2977523943
884	0.2977386709
885	0.2977200904
886	0.2977050198
887	0.2976868854
888	0.297668741
889	0.2976562484
890	0.2976262533
891	0.2976056
892	0.2975904612
893	0.2975669367
894	0.2975453676
895	0.2975197672
896	0.2975032938
897	0.297481921
898	0.29746473
899	0.2974505047
900	0.2974292809
901	0.2974130053
902	0.297403676
903	0.2973844351
904	0.2973714809
905	0.2973534895
906	0.2973319083
907	0.2972999815
908	0.2972790452
909	0.2972643278
910	0.2972537124
911	0.2972331027
912	0.2972091064
913	0.2971921541
914	0.2971780139
915	0.2971569579
916	0.2971422997
917	0.297128617
918	0.2971152928
919	0.2970950678
920	0.2970737087
921	0.2970561688
922	0.2970275731
923	0.2970104343
924	0.2969867598
925	0.2969624054
926	0.2969444332
927	0.2969267807
928	0.296899601
929	0.2968813417
930	0.2968681624
931	0.2968557548
932	0.296839286
933	0.2968165313
934	0.2967978059
935	0.2967905185
936	0.2967745948
937	0.2967498446
938	0.2967318349
939	0.2967172115
940	0.2967014421
941	0.2966829654
942	0.2966675021
943	0.2966531471
944	0.2966365294
945	0.2966243351
946	0.2966119015
947	0.2965908511
948	0.2965764099
949	0.296561519
950	0.2965278002
951	0.2965206865
952	0.2965016721
953	0.2964817994
954	0.2964690399
955	0.2964571165
956	0.2964399876
957	0.2964195018
958	0.2964009933
959	0.2963840592
960	0.2963727647
961	0.2963564321
962	0.296332218
963	0.2963131288
964	0.2962921994
965	0.2962794653
966	0.296263374
967	0.2962420163
968	0.2962220335
969	0.2961979543
970	0.2961842147
971	0.2961667419
972	0.296148111
973	0.2961363455
974	0.2961197281
975	0.296104542
976	0.2960903513
977	0.2960830781
978	0.2960584968
979	0.2960497914
980	0.2960334028
981	0.2960190583
982	0.2959997947
983	0.2959835254
984	0.2959658819
985	0.2959420529
986	0.295929388
987	0.2959071639
988	0.2958903971
989	0.2958612329
990	0.2958435086
991	0.2958266421
992	0.2958052338
993	0.2957927258
994	0.2957769962
995	0.2957612647
996	0.2957432598
997	0.2957255012
998	0.295711097
999	0.2956918453
1000	0.2956707823
1001	0.2956563692
1002	0.2956397839
1003	0.2956232019
1004	0.295613616
1005	0.295594663
1006	0.2955847438
1007	0.2955742805
1008	0.2955454435
1009	0.2955315855
1010	0.2955162979
1011	0.2954991553
1012	0.2954902565
1013	0.2954690668
1014	0.2954566595
1015	0.2954267489
1016	0.2954125232
1017	0.2954027396
1018	0.2953932341
1019	0.2953828918
1020	0.2953687342
1021	0.295350685
1022	0.29533379
1023	0.2953138637
1024	0.2952963987
1025	0.2952827866
1026	0.2952685298
1027	0.2952560367
1028	0.2952410857
1029	0.2952199315
1030	0.2952035368
1031	0.2951853855
1032	0.2951723179
1033	0.2951541944
1034	0.2951389245
1035	0.2951290913
1036	0.2951172676
1037	0.2951047156
1038	0.2950983958
1039	0.2950777345
1040	0.2950678948
1041	0.2950569873
1042	0.2950423723
1043	0.295023095
1044	0.2950072627
1045	0.2949866421
1046	0.2949755464
1047	0.2949549755
1048	0.2949347116
1049	0.2949183374
1050	0.2948981487
1051	0.2948761988
1052	0.294864383
1053	0.2948521881
1054	0.2948360749
1055	0.2948229336
1056	0.2948043276
1057	0.2947846867
1058	0.2947718665
1059	0.2947489572
1060	0.2947381491
1061	0.2947265372
1062	0.2947102664
1063	0.2946968393
1064	0.2946841874
1065	0.2946695419
1066	0.2946572981
1067	0.294648918
1068	0.2946381127
1069	0.2946242682
1070	0.2946102747
1071	0.2945880334
1072	0.2945526657
1073	0.2945278226
1074	0.2945195066
1075	0.294501683
1076	0.2944910407
1077	0.294474298
1078	0.2944652146
1079	0.2944485142
1080	0.2944398072
1081	0.2944300614
1082	0.2944217496
1083	0.294406982
1084	0.2943914778
1085	0.2943739353
1086	0.294356145
1087	0.2943432721
1088	0.2943283843
1089	0.294315402
1090	0.294298047
1091	0.2942882158
1092	0.2942679676
1093	0.2942514305
1094	0.2942346287
1095	0.2942187983
1096	0.2941906943
1097	0.2941712857
1098	0.294149612
1099	0.2941261935
1100	0.2941081622
1101	0.2940888416
1102	0.2940692274
1103	0.2940592628
1104	0.294043232
1105	0.2940225847
1106	0.2940002888
1107	0.2939853063
1108	0.29397686
1109	0.2939585549
1110	0.2939359161
1111	0.2939241721
1112	0.2938993195
1113	0.2938773735
1114	0.2938575089
1115	0.2938443329
1116	0.2938287693
1117	0.2938156447
1118	0.2937938885
1119	0.2937733235
1120	0.2937593794
1121	0.2937426583
1122	0.2937325905
1123	0.2937164592
1124	0.2937001415
1125	0.2936717627
1126	0.2936555597
1127	0.2936301847
1128	0.2936117862
1129	0.2935989596
1130	0.2935831933
1131	0.2935696837
1132	0.2935510288
1133	0.2935395234
1134	0.2935248045
1135	0.2935057913
1136	0.2934881157
1137	0.293476791
1138	0.2934585453
1139	0.293443165
1140	0.2934242475
1141	0.2934080692
1142	0.2934004608
1143	0.2933844712
1144	0.2933746317
1145	0.2933657207
1146	0.2933463504
1147	0.2933241397
1148	0.2933098851
1149	0.2932994433
1150	0.293283603
1151	0.2932723461
1152	0.2932634187
1153	0.2932551117
1154	0.2932442409
1155	0.2932225018
1156	0.2932071345
1157	0.2931964225
1158	0.2931707227
1159	0.293158572
1160	0.2931469315
1161	0.2931304546
1162	0.2931185095
1163	0.2931024362
1164	0.2930836145
1165	0.2930704908
1166	0.2930551839
1167	0.2930392403
1168	0.2930209385
1169	0.293004151
1170	0.2929932414
1171	0.2929766577
1172	0.2929550117
1173	0.2929389785
1174	0.2929170566
1175	0.2929088101
1176	0.2928902115
1177	0.2928752632
1178	0.2928548688
1179	0.2928475113
1180	0.2928147292
1181	0.2928054308
1182	0.2927894873
1183	0.292775128
1184	0.2927592583
1185	0.2927377067
1186	0.2927132679
1187	0.2927009114
1188	0.292683785
1189	0.292659003
1190	0.2926440361
1191	0.2926265522
1192	0.2926172813
1193	0.2926060042
1194	0.292588318
1195	0.2925788039
1196	0.2925668206
1197	0.2925497068
1198	0.2925313751
1199	0.2925126713
1200	0.2924959849
1201	0.2924827249
1202	0.2924693607
1203	0.2924491598
1204	0.2924391574
1205	0.2924227097
1206	0.2924066287
1207	0.2923898637
1208	0.2923774419
1209	0.2923646837
1210	0.2923556449
1211	0.2923400533
1212	0.2923208644
1213	0.2923019812
1214	0.2922905249
1215	0.2922754043
1216	0.2922659924
1217	0.2922454224
1218	0.2922265925
1219	0.2922129347
1220	0.2921961557
1221	0.2921742475
1222	0.2921661464
1223	0.2921584594
1224	0.2921433032
1225	0.2921356974
1226	0.2921234586
1227	0.2921087335
1228	0.2920894983
1229	0.2920796197
1230	0.2920655496
1231	0.2920544479
1232	0.2920368677
1233	0.2920198046
1234	0.2920119331
1235	0.2919973267
1236	0.2919792083
1237	0.2919630153
1238	0.2919469246
1239	0.2919344572
1240	0.291914311
1241	0.2918899244
1242	0.2918761886
1243	0.2918607279
1244	0.2918443594
1245	0.2918318839
1246	0.2918184362
1247	0.2918071614
1248	0.2917916812
1249	0.2917834588
1250	0.2917623413
1251	0.2917496746
1252	0.2917242244
1253	0.2917037575
1254	0.2916819105
1255	0.2916698184
1256	0.2916482422
1257	0.2916397799
1258	0.2916284884
1259	0.2916066171
1260	0.2915887317
1261	0.2915742154
1262	0.2915574734
1263	0.2915437808
1264	0.2915359431
1265	0.2915239689
1266	0.291509133
1267	0.2914991783
1268	0.2914783185
1269	0.2914601402
1270	0.2914443202
1271	0.291429666
1272	0.2914161391
1273	0.2914056822
1274	0.2913940548
1275	0.2913776476
1276	0.2913641484
1277	0.2913429621
1278	0.2913227442
1279	0.2913059381
1280	0.2912859193
1281	0.2912702198
1282	0.2912550343
1283	0.2912384354
1284	0.2912236855
1285	0.2912034249
1286	0.2911906832
1287	0.2911696539
1288	0.2911564809
1289	0.2911444576
1290	0.2911319032
1291	0.2911168513
1292	0.2911076788
1293	0.2910876161
1294	0.2910768346
1295	0.2910575195
1296	0.2910429007
1297	0.2910350989
1298	0.2910226134
1299	0.2909899451
1300	0.2909739572
1301	0.2909583086
1302	0.2909318276
1303	0.2909160896
1304	0.2908993196
1305	0.2908837132
1306	0.2908765311
1307	0.2908614631
1308	0.2908424205
1309	0.2908279577
1310	0.2908102469
1311	0.2907948974
1312	0.2907765384
1313	0.2907618123
1314	0.2907427059
1315	0.2907267786
1316	0.2907119623
1317	0.2906957808
1318	0.290683706
1319	0.2906715987
1320	0.2906568926
1321	0.2906471597
1322	0.290629506
1323	0.2906186186
1324	0.2905969505
1325	0.2905762022
1326	0.2905595893
1327	0.2905474944
1328	0.2905326601
1329	0.2905086359
1330	0.2904945463
1331	0.2904865837
1332	0.2904677331
1333	0.2904568645
1334	0.2904391697
1335	0.2904229427
1336	0.2904176392
1337	0.2904075913
1338	0.2903958856
1339	0.2903714357
1340	0.2903572594
1341	0.2903491656
1342	0.290336746
1343	0.2903187745
1344	0.2903026989
1345	0.290283028
1346	0.2902716401
1347	0.2902476911
1348	0.2902365888
1349	0.2902291563
1350	0.2902108289
1351	0.290192161
1352	0.2901794295
1353	0.2901678404
1354	0.2901581464
1355	0.290142319
1356	0.2901261058
1357	0.290117387
1358	0.2901090244
1359	0.2900952961
1360	0.2900839463
1361	0.2900767083
1362	0.2900662112
1363	0.2900581227
1364	0.2900386264
1365	0.2900266929
1366	0.2900142695
1367	0.2899963714
1368	0.2899850711
1369	0.2899688432
1370	0.2899544573
1371	0.2899442314
1372	0.2899342654
1373	0.2899200885
1374	0.2899099028
1375	0.2898976295
1376	0.2898810023
1377	0.2898673281
1378	0.2898560294
1379	0.2898428395
1380	0.2898287093
1381	0.2898144478
1382	0.2897994029
1383	0.2897823815
1384	0.2897707506
1385	0.2897568373
1386	0.2897366038
1387	0.2897238963
1388	0.2897021007
1389	0.2896946015
1390	0.2896878507
1391	0.2896785901
1392	0.2896681352
1393	0.2896512177
1394	0.2896287198
1395	0.289617599
1396	0.2896022977
1397	0.2895886064
1398	0.2895815282
1399	0.289569692
1400	0.2895477837
1401	0.2895335127
1402	0.2895225112
1403	0.2895061529
1404	0.289498819
1405	0.2894808477
1406	0.2894732849
1407	0.2894507422
1408	0.2894402239
1409	0.2894216686
1410	0.2894018085
1411	0.2893944176
1412	0.2893798374
1413	0.2893651101
1414	0.2893510313
1415	0.2893346326
1416	0.2893206902
1417	0.2893099839
1418	0.2893012255
1419	0.289281064
1420	0.2892643635
1421	0.2892457209
1422	0.2892339661
1423	0.2892267995
1424	0.2892178898
1425	0.2892079643
1426	0.289200092
1427	0.289183935
1428	0.2891690225
1429	0.289152411
1430	0.2891346738
1431	0.2891220074
1432	0.2891066705
1433	0.2890866614
1434	0.2890763502
1435	0.2890595231
1436	0.2890475191
1437	0.2890271428
1438	0.2890159386
1439	0.2890069824
1440	0.2889874214
1441	0.2889709427
1442	0.2889590786
1443	0.288935358
1444	0.2889177475
1445	0.288900739
1446	0.2888830373
1447	0.2888670411
1448	0.2888528382
1449	0.2888404201
1450	0.2888344735
1451	0.2888145767
1452	0.2887966162
1453	0.2887852611
1454	0.2887724683
1455	0.2887622102
1456	0.2887508229
1457	0.2887362734
1458	0.2887165396
1459	0.288703178
1460	0.2886940959
1461	0.2886742626
1462	0.2886672861
1463	0.2886550051
1464	0.2886406887
1465	0.2886302075
1466	0.2886154244
1467	0.2886004702
1468	0.2885934484
1469	0.2885807311
1470	0.288565278
1471	0.2885544342
1472	0.2885398102
1473	0.28852701
1474	0.2885096396
1475	0.2884985394
1476	0.2884836772
1477	0.288465244
1478	0.2884456994
1479	0.288429078
1480	0.28841966
1481	0.2884069361
1482	0.2883905412
1483	0.2883807128
1484	0.2883660684
1485	0.2883510708
1486	0.2883414718
1487	0.2883333064
1488	0.2883213967
1489	0.2883069263
1490	0.2882927081
1491	0.2882785652
1492	0.2882660818
1493	0.2882484557
1494	0.2882360792
1495	0.2882285319
1496	0.2882140185
1497	0.2882062443
1498	0.2881871553
1499	0.2881750414
1500	0.2881616165
1501	0.2881478626
1502	0.2881328151
1503	0.2881235679
1504	0.2881136818
1505	0.2880897843
1506	0.288073145
1507	0.2880591249
1508	0.2880507039
1509	0.2880374099
1510	0.2880305848
1511	0.2880188522
1512	0.2880028062
1513	0.2879953014
